"Time","api-icesat2-prod-dask-gateway-798c9798f8-bpwcf","autohttps-6c669c845d-5ld64","controller-icesat2-prod-dask-gateway-78f86f6f6d-f4nxg","dask-scheduler-04c170d2a43845b1b3615a30e1f14ae6","dask-scheduler-2d75a3c022794e0ca895c8cfbf756a87","dask-scheduler-3efefa2916d041728ffae1591d540734","dask-scheduler-410bb88f732e4680b5456aeb85881f9a","dask-scheduler-489fe79f6bf7448ea2c022a62751a31f","dask-scheduler-4b52a76a35694213a981d9cb3c26b6a7","dask-scheduler-7e1aef87ccf646febe579ab8f93a340f","dask-scheduler-9a2687ca7a6749628e989eac65b9f0c7","dask-scheduler-9fc829ee12af4c58a86c95fe2410286a","dask-scheduler-a3413571b0054e2592d0ef35f2684b3d","dask-scheduler-a6e61215499b4a529aebd4241f14f5af","dask-scheduler-fe385ff2c7bf4465907ba269a04421b0","dask-worker-3efefa2916d041728ffae1591d540734-7wm8f","dask-worker-3efefa2916d041728ffae1591d540734-nvhrj","dask-worker-410bb88f732e4680b5456aeb85881f9a-7g8ht","dask-worker-410bb88f732e4680b5456aeb85881f9a-7x6bc","dask-worker-410bb88f732e4680b5456aeb85881f9a-9qs4c","dask-worker-410bb88f732e4680b5456aeb85881f9a-b8jq2","dask-worker-410bb88f732e4680b5456aeb85881f9a-kwhzb","dask-worker-489fe79f6bf7448ea2c022a62751a31f-bqsgr","dask-worker-489fe79f6bf7448ea2c022a62751a31f-h29dj","dask-worker-489fe79f6bf7448ea2c022a62751a31f-j9hw4","dask-worker-489fe79f6bf7448ea2c022a62751a31f-lcthl","dask-worker-489fe79f6bf7448ea2c022a62751a31f-rrqxz","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-4vttq","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-7rbpm","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-8qvb4","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-dlzt5","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-fjjvr","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-fnhfq","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-t4h7d","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-t5vf8","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-x7q82","dask-worker-4b52a76a35694213a981d9cb3c26b6a7-xdzmj","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-6fn5v","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-7xt7f","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-82swx","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-8nnw2","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-j9lxj","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-mrz42","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-nhvnj","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-t7scx","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-xkj4w","dask-worker-9a2687ca7a6749628e989eac65b9f0c7-zxhjr","dask-worker-a3413571b0054e2592d0ef35f2684b3d-4gl4z","dask-worker-a3413571b0054e2592d0ef35f2684b3d-9ckgc","dask-worker-a3413571b0054e2592d0ef35f2684b3d-sbjdl","dask-worker-a6e61215499b4a529aebd4241f14f5af-22p2l","dask-worker-a6e61215499b4a529aebd4241f14f5af-84x5k","dask-worker-a6e61215499b4a529aebd4241f14f5af-8gxdf","dask-worker-a6e61215499b4a529aebd4241f14f5af-8hqsz","hub-5c554bb6b5-qvjnm","icesat2-prod-ingress-nginx-controller-69b6d47979-hwrr5","icesat2-prod-kube-state-metrics-75bfcfbd8c-scd9j","icesat2-prod-prometheus-op-operator-589f7c4c68-cnxx4","jupyter-ajijohn","jupyter-cspencerjones","jupyter-emiliom","jupyter-jbusecke","jupyter-jessicas11","jupyter-rsignell-2dusgs","jupyter-salvis2","jupyter-scottyhq","jupyter-tomaugspurger","proxy-5b8689767c-49wqk","traefik-icesat2-prod-dask-gateway-84bd7f7c7-97j5l","user-scheduler-dbd59d5d-25z28","user-scheduler-dbd59d5d-hk844","quota - requests","quota - limits"
2020-10-07 17:40:00,0.001019668282948828,0.0006689033669248222,0.0010532222724415152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009192642979737486,0.004720882012616959,0.004623446715366015,0.5706074173094746,0.000016998197161550943,,,,,,,0.0003821068318557182,,0.00031180866929452064,0.001483992612669677,0.010101084741153114,0.01132943722520112,,
2020-10-07 18:00:00,0.0009683272250724576,0.005005607840912607,0.0009981646220360257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007636134064849015,0.004731159000043502,0.004758479498155101,0.5329089028711432,0.00001638441283757323,,,,,,,0.14779179405028556,,0.004199132187721352,0.001607283217375516,0.011314744827930547,0.011165965811286744,,
2020-10-07 18:20:00,0.001074260676992738,0.0024250601784927377,0.00094639454569333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007073797202995381,0.004756628242919589,0.005341555602481204,0.6870290107985408,,,,,,,,0.011631661445685264,,0.0020171280329849568,0.0015399536408874628,0.012535026356512761,0.01224989744915786,,
2020-10-07 18:40:00,0.001045945993968467,0.003801388243444949,0.000849018635730676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0071330897296158855,0.004743266756279317,0.0046472795396179075,0.5136334552257833,,,,,,,,0.012460409373388243,,0.002018479720014477,0.0019347602515744893,0.01005810872910582,0.010719619365793137,,
2020-10-07 19:00:00,0.0009692860825001597,0.0007294564911176506,0.0008850150033161325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0068980820894766065,0.00477989616521322,0.004705670255918113,0.5473777941718766,,,,,,,,0.0003135239986538086,,0.0002694897252280641,0.0015007425151071824,0.01091658230159907,0.010737996950861906,,
2020-10-07 19:20:00,0.0010708463458575543,0.0006248135810464261,0.0010246219903364798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006779015782000311,0.004858644791143686,0.0053767090050631,0.7109657530641886,,,,,,,,0.0003109352127338883,,0.00027305936997840786,0.0016794601959631448,0.012464566943359687,0.013004222515372447,,
2020-10-07 19:40:00,0.0010663978410221822,0.0006773011240733667,0.0010187341467603665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0068222151264854276,0.004776234522962974,0.004679254078922768,0.5678917001601643,,,,,,,,0.0002957718377826294,,0.0002655442813526735,0.0014797703237911701,0.011093774400529412,0.011416977225764931,,
2020-10-07 20:00:00,0.0009677664867782146,0.0006681043411299989,0.000945516192839338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006823628658927133,0.004615073809474789,0.004626216318507929,0.5778056104121307,,,,,,,,0.0003091924425202572,,0.0002603835978477719,0.0014550170829117299,0.011466114208291429,0.011699252851695104,,
2020-10-07 20:20:00,0.0010035961078398879,0.0006360639463413554,0.0010232431261766838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006843373999706385,0.004708406729884929,0.005650079831174601,0.7396434114171271,,,,,,,,0.0003113758044889925,,0.00026689362366559284,0.0015893371378305527,0.012615593829720256,0.013011787906242734,,
2020-10-07 20:40:00,0.001046900534561657,0.0006817294237430793,0.0008914531530219763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0056707906330262115,0.004509858515218327,0.004689697644960489,0.5631814045451196,,,,,,,,,,0.00026648304463655175,0.0014809475331447857,0.010425209557869922,0.01113770422476955,,
2020-10-07 21:00:00,0.001027892371011118,0.0005495916181841535,0.0008366660509811211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005719833321032496,0.004786568460060741,0.004836788589620367,0.5664020741834103,,,,,,,,,,0.000262403139710207,0.0014394130203882224,0.011253431000030165,0.010797208574261672,,
2020-10-07 21:20:00,0.0010921005431993628,0.0005962915744968101,0.0011135028528185653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005720144366499662,0.004575145876859315,0.005461248181737998,0.7169196911525598,,,,,,,,,,0.0002739083957983741,0.0016231622693840785,0.011900684269012592,0.012406189131789981,,
2020-10-07 21:40:00,0.0010403144482982857,0.0005501153342223419,0.0010132715595985503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0055900695191455855,0.004892824411218753,0.004755481951917538,0.5752692166325686,,,,,,,,,,0.00025739458937884725,0.008586681084058294,0.01110739707860727,0.01181414271056869,,
2020-10-07 22:00:00,0.0010429717553745539,0.0043756604374519965,0.0009536259920523949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009415481123371726,0.004857060963782999,0.0051478051448968914,0.6336320977998928,0.05174058923850791,,,,,,,,,0.002564204778170263,0.0016456523630384097,0.011744850127358871,0.01115588436933106,,
2020-10-07 22:20:00,0.0010462536571382581,0.0021397568087775727,0.0009720845841514208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008932244144484392,0.004983540647715536,0.005604434958783874,0.6986809480686518,0.012006263669727485,,,,,,,,,0.0015629336806656877,0.0016058560208813335,0.011784091766899273,0.0117504191245271,,
2020-10-07 22:40:00,0.0010217713085530582,0.002767506477951795,0.0009116391593370309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0087812708404338,0.004711679294047613,0.00468637856253269,0.5208558531013445,0.01368176011893856,,,,,,,,,0.0020855780009950663,0.001587336602518711,0.009878723710653776,0.01095706956548917,,
2020-10-07 23:00:00,0.001038936742721433,0.0025887718233097343,0.0009764531710181718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006608935752950386,0.0048151675464819885,0.00478696808731566,0.5594373203644541,0.01225153953759451,,,,,,,,,0.0019000383215837682,0.0016641201043514648,0.010898857365613078,0.011129127903395193,,
2020-10-07 23:20:00,0.0010644487121539612,0.0028150866692329803,0.0011033062673090214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0067294403742655514,0.004900793106013957,0.005546511176379368,0.6860177622264948,0.013664093724393927,,,,,,,,,0.002083676007668629,0.0016758103915270554,0.012570040953669707,0.013213554364496227,,
2020-10-07 23:40:00,0.0010756090598888141,0.0025865698747339345,0.0009446940968376895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006613812099352796,0.004807134071567489,0.0043892846791020335,0.5764063583389596,0.012185669289070094,,,,,,,,,0.0019554138799277258,0.0015935271963942578,0.010535683700359594,0.011587120154451269,,
2020-10-08 00:00:00,0.001076398910880383,0.002711407735108768,0.0009713765876817103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007066000796941082,0.004756673483993393,0.004940869550211044,0.6115394093817748,0.012428211284464015,,,,,,,,,0.002029910767423048,0.001550348914564834,0.011383380821498337,0.011404744486872061,,
2020-10-08 00:20:00,0.0010751280962804704,0.0027775642298478527,0.0009737363853555782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00654573150495061,0.004704441980420188,0.00554239709564361,0.6932892488362451,0.01219394962809777,,,,,,,,,0.0021117820675552006,0.0016342586891480103,0.012339018080748934,0.012995859958399364,,
2020-10-08 00:40:00,0.00107460484441726,0.0021460360708454125,0.0009153276859788424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006855738743296208,0.004797029161034294,0.004583636583979041,0.5647760610189899,0.012566120840984725,,,,,,,,,0.0015642614968695372,0.0015912425576819875,0.010838529580827396,0.010617063731870201,,
2020-10-08 01:00:00,0.0009729291834977341,0.0008027995826308897,0.0009692965507600833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0071649113602319575,0.004780935830793804,0.0049245122838059464,0.5767207431284178,0.0011075765133890005,,,,,,,,,0.0004723230238572786,0.0014699777791597915,0.010685985716578139,0.011475600379092801,,
2020-10-08 01:20:00,0.0010318839719255816,0.0008548815508595426,0.0010970677125368132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00736988166197103,0.004863548257676969,0.006026489952636507,0.7412647109711088,0.0010830077262811465,,,,,,,,,0.0005122880993092,0.0017111689242186143,0.012354984228395084,0.013012614713084982,,
2020-10-08 01:40:00,0.0009967530609834413,0.0008753133737426665,0.0009832293976280273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006885684439135398,0.004894568755605009,0.004287422666208589,0.5791507593964663,0.0011055035835442857,,,,,,,,,0.0005122026728678578,0.0015586074200281074,0.010712581731056749,0.010587884190655771,,
2020-10-08 02:00:00,0.0010005544624608652,0.0007459140527988992,0.0008789080822931123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0068925296151152605,0.004867206209569977,0.004915294265873546,0.6147517288496953,0.001147963660254119,,,,,,,,,0.0005065239364965438,0.0021911087310537616,0.011114735371471,0.010745799715944353,,
2020-10-08 02:20:00,0.0009869651590345178,0.0008870856463289382,0.0010628002360087195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006930517146204625,0.004808215653357092,0.005843241185746692,0.7592211553734183,0.001000236048679334,,,,,,,,,0.0005176914932812649,0.0016914186068707996,0.012114620775653239,0.012683378182139549,,
2020-10-08 02:40:00,0.0010476794937843393,0.0009049214838626688,0.0009227714605993895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006798384357224418,0.004811317705216061,0.004573350877452403,0.5558780072832287,0.0011296094834153992,,,,,,,,,0.0005064375061319384,0.00161889427976154,0.011042927133478707,0.011214504357791427,,
2020-10-08 03:00:00,0.0010236610453291297,0.0007911669877754028,0.0010358848566553768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006982840811479823,0.0044592390379016005,0.004848917469988136,0.6022669763343602,0.0010724036948413062,,,,,,,,,0.0005202434339094447,0.0016067311471120967,0.010294115629143195,0.011298278893306053,,
2020-10-08 03:20:00,0.0010492321100056981,0.0008300134820211902,0.0010502121883696133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0066414067174857955,0.005107546345273651,0.005541808368321235,0.7551624622172372,0.0009917504333252813,,,,,,,,,0.0005273448243695874,0.0017882624189183402,0.012112344483991531,0.012875307467678036,,
2020-10-08 03:40:00,0.0010173398799042646,0.0008995274918177267,0.0009456812252203466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007075806414125743,0.005088807634149144,0.0046782056928609,0.574714663702702,0.0011504046262558409,,,,,,,,,0.0005249444434290825,0.0017265422281803411,0.010542438709186249,0.011411014676385275,,
2020-10-08 04:00:00,0.0010215902833797296,0.0008618232343478877,0.0009163893807129275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006693521107264903,0.0048582220296052745,0.004979063757358729,0.5595811084718147,0.0011364466988593833,,,,,,,,,0.0005060519681272715,0.001652938835061011,0.010789765694309991,0.01166886436084642,,
2020-10-08 04:20:00,0.0010411086455672704,0.0008615858014982494,0.0009007470620866311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006520798498797362,0.004911645373969762,0.005434933837274928,0.7556503238816522,0.0011462619528679187,,,,,,,,,0.0005281332659154489,0.0017420107998892577,0.01273826603702574,0.012533195012146253,,
2020-10-08 04:40:00,0.0010536874534333427,0.0009470620797092713,0.0009815795493689815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006635422182315563,0.0047180778740295755,0.004462287173941998,0.5742639054055,0.001160048636698664,,,,,,,,,0.0005152021526480585,0.0015367193124680115,0.010898213360821186,0.011444874679282567,,
2020-10-08 05:00:00,0.0009969441121871713,0.000834420929175029,0.0010504735313165252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006953156644094634,0.004769907680315993,0.00469528649228282,0.5847973840719274,0.0010388953092187766,,,,,,,,,0.00048077890919278314,0.0014860879953873794,0.011256148876591427,0.011251875580380427,,
2020-10-08 05:20:00,0.0010420605578079069,0.0008212881501208954,0.0009283008193646695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00681493337301324,0.004832044626053159,0.005723087720745024,0.7541805075742812,0.001017494401624385,,,,,,,,,0.0005138410723858383,0.0016487641990336076,0.012574197697651765,0.012726894400832026,,
2020-10-08 05:40:00,0.0009986022381652665,0.0009751377874179501,0.0009935919613348139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006884293922778379,0.004794159458459765,0.004979019140778661,0.5977266915293307,0.0010170797362905213,,,,,,,,,0.0005088264468042586,0.001545179103721837,0.011117233025011539,0.010948444930935722,,
2020-10-08 06:00:00,0.0010548943998687544,0.0008584463652283345,0.0009759324362973456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006957952049739926,0.0048574583940128695,0.004790013180189755,0.5981605688725767,0.0010181422390362813,,,,,,,,,0.0005085817689281385,0.0015708160157830815,0.011476393682733933,0.011566450930617197,,
2020-10-08 06:20:00,0.0010898806545101697,0.0008463251287583568,0.0009890195949727606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006701995971887229,0.004796648426224204,0.0057635466588561324,0.7328592909496108,0.0010963207593627587,,,,,,,,,0.0005221459376610955,0.0016482190201160087,0.011802720880458955,0.013059822867354217,,
2020-10-08 06:40:00,0.0009870466706466663,0.0008217588297540243,0.001005371298969981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006563705514595818,0.004694282374232268,0.004520569034561278,0.5503339042689323,0.0010661394759992455,,,,,,,,,0.0005034851382896628,0.0015000395228313818,0.01080882188196081,0.010810866663154488,,
2020-10-08 07:00:00,0.0010046640225745576,0.0008691576186296551,0.0008958922458244133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006860363801205184,0.004874612643503054,0.004727751107814666,0.5834864437701772,0.0009868763871127846,,,,,,,,,0.0005092890814332497,0.0016529559732797188,0.010713455355629793,0.011750069048176564,,
2020-10-08 07:20:00,0.0010921148035764475,0.0008446953440167486,0.0009728244554436624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006750028212647008,0.00462798361040642,0.005782266603899753,0.7473146779349755,0.001000648085573298,,,,,,,,,0.0005205944784361484,0.0016864734836281852,0.01240874746235128,0.012687934993612714,,
2020-10-08 07:40:00,0.0010566369447506034,0.0008066380774653062,0.0008928315870247328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006887943501502368,0.004950674530281237,0.00474110384735539,0.5885939886139946,0.0011108686187259725,,,,,,,,,0.0004930998585153054,0.0015684603492791944,0.010685137803204119,0.011130247968575133,,
2020-10-08 08:00:00,0.001047555568909191,0.0008168746087765677,0.00096753332341956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006812122070544506,0.004414079004097465,0.004412692507355629,0.6170975579775195,0.0010594956182468347,,,,,,,,,0.000498506843060774,0.0015130998988992245,0.011151670439295974,0.011105963589154094,,
2020-10-08 08:20:00,0.0010816574255676456,0.002255706446285164,0.0010560027960831568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0071106443055057676,0.004961345964110447,0.005367489477890158,0.7475956071237199,0.011384325880371974,,,,,,,,,0.0017118188966232018,0.0015490829220005053,0.012478947733191265,0.012333167531320405,,
2020-10-08 08:40:00,0.0010773962409199673,0.0009141129536097129,0.0011107014963520978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006793178379279301,0.004771654596695166,0.0043558276105571765,0.5797541808862167,0.0009514096985390977,,,,,,,,,0.000513269366579296,0.0016539441352087882,0.01063057806635102,0.01138136926618762,,
2020-10-08 09:00:00,0.0010035140986240651,0.0008342908372264556,0.0010346681800371667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007134868921396498,0.00477942451844236,0.004798123715205601,0.6043559925438681,0.0010341799032168365,,,,,,,,,0.000508206457459659,0.0015277563952877356,0.011194569127611714,0.011327343975004015,,
2020-10-08 09:20:00,0.0010760950550708416,0.0008791953071376527,0.000983841485494351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006478840834755079,0.0049487244478669395,0.005702300613390376,0.7719760591800379,0.0010011130538057679,,,,,,,,,0.0005135838430498614,0.0016151630192422458,0.012686970766566325,0.01304321908620927,,
2020-10-08 09:40:00,0.0009443811033642692,0.0013236069592470643,0.0009359728290237348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006403121741622681,0.004688745712156224,0.004841980190085553,0.5880060165572388,0.000987925544996005,,,,,,,,,0.0005084894261449806,0.0014939298942628358,0.010397564781444,0.011402058535744629,,
2020-10-08 10:00:00,0.0010926794135052223,0.0008324194564639631,0.0009673531247394721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006363665472570024,0.004986449918668494,0.00477212036675602,0.595100895027753,0.0010656497619388938,,,,,,,,,0.00046613084353584207,0.001733558117733798,0.01119683413370165,0.011001946921196095,,
2020-10-08 10:20:00,0.0010084450008935857,0.0007713794056786528,0.000993534213705132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006988818730975158,0.004632019240693717,0.0056552505800825615,0.6772982853242441,0.0010070682541638615,,,,,,,,,0.0005795314585369534,0.0015778989284658017,0.012469017415717477,0.011882083636839827,,
2020-10-08 10:40:00,0.0009610014144105043,0.0007983028183166049,0.0009135570119837974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00702951153018984,0.004764254527621831,0.004473893152188065,0.547833088518667,0.0010971030643893774,,,,,,,,,0.00048023970539048195,0.0014223040818439367,0.010533361605339919,0.010994505691927989,,
2020-10-08 11:00:00,0.0009335833590595835,0.0008882217547471008,0.0009650429565017959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006777346173334836,0.00469710440834133,0.004765591463938677,0.574076401928924,0.0010620324685398838,,,,,,,,,0.0004868601243323725,0.002149964304029367,0.011173875111291703,0.011169068215186529,,
2020-10-08 11:20:00,0.0009474496305199641,0.0008763164750761779,0.0010040735277488996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006505433669220359,0.004792027913004245,0.005876470113168967,0.7490569080304544,0.0011071265264086493,,,,,,,,,0.00048485141582988513,0.0015214807359019275,0.01271453018984554,0.012232910729640188,,
2020-10-08 11:40:00,0.0010477665476521332,0.0008447315667841954,0.0010114420955245548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006835677427543487,0.004611749256761027,0.004622050467578069,0.5687624906651904,0.0010540480682101573,,,,,,,,,0.0005072436076674486,0.0015300713682724,0.010150804048343249,0.010939975288941514,,
2020-10-08 12:00:00,0.001086054596551353,0.0008106064244225265,0.0009276427000327886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006884497365996493,0.004826323742171869,0.00477296662902005,0.6356973829735701,0.001100253275440537,,,,,,,,,0.0004856907076644572,0.0015308995221774168,0.011101718392232863,0.011612291971167556,,
2020-10-08 12:20:00,0.0009963421670251308,0.0007606288834136061,0.0010438776943396148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006408834783221221,0.005002304671582206,0.005568148385775849,0.7111490468851271,0.0009932515416955728,,,,,,,,,0.0005218338102252192,0.0015545046410292284,0.012483311520965299,0.012799015001191493,,
2020-10-08 12:40:00,0.0010688727090480618,0.002348205648703095,0.0010899275644720569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006663887841257736,0.004432867158003071,0.004624956304142276,0.5349843953163134,0.011949139107480116,,,,,,,,,0.0017554646027338676,0.0015200624459674127,0.010995196542832706,0.011235375929257841,,
2020-10-08 13:00:00,0.0009907366831583193,0.0019470681667425262,0.0009436226011667225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006900139854424859,0.00481914055566909,0.004916699208815066,0.6242470544459757,0.011082401015366275,,,,,,,,,0.001419421424585616,0.0014985523102181175,0.010820282831076205,0.011678898841351489,,
2020-10-08 13:20:00,0.0010297657552143943,0.0026207540916993247,0.0009365937137719102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009839964098907389,0.004772023009820048,0.005813619688798995,0.7417763056405652,0.012345563508738163,,,,0.0006336763504564036,,,,,0.0021004301256094156,0.0016458461320448797,0.012894229693467735,0.012473207280108155,,
2020-10-08 13:40:00,0.0009360651769726375,0.00408468438929615,0.0010504689832463254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009403234258938159,0.0044449991350896285,0.004671336323979883,0.5300199186030649,0.012999538313062225,,,,0.009597017049193584,,,,,0.0040687844731713925,0.0014812387131818928,0.010613271608328955,0.010572466669917877,,
2020-10-08 14:00:00,0.0009901367881740416,0.006412381116280162,0.0009506526027748567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009157041087159503,0.0047801590301880005,0.005077079460232283,0.6387981133314032,0.01163561341507664,,,,0.0023852249870715634,,,,,0.0036635271098126062,0.001519304547222339,0.01108567003691903,0.011903679441271598,,
2020-10-08 14:20:00,0.0009981632147315264,0.0032016533218278517,0.0009722255179858721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008020973419245713,0.00469412118182293,0.005552513593037633,0.7008006419098752,0.011700565215084429,,,,0.0021865199349820784,,,,,0.0024647254677786536,0.0016286667389974916,0.012245077328780014,0.012271322383273237,,
